elem_type_id,elem_type_name,n_elements,metric,count,excluded_na,min,max,mean,std
2,3-node triangle,560590,minDetJac,560590,0,10.051494056419049,1289726.288272812,862647.8492566937,41832.09170195026
2,3-node triangle,560590,maxDetJac,560590,0,10.051494056419049,1289726.288272812,862647.8492566937,41832.09170195026
2,3-node triangle,560590,minSICN,560590,0,0.01658699749844954,1.0,0.9986320690022445,0.017409259780648733
2,3-node triangle,560590,minSIGE,560590,0,0.23210034171127236,1.0000000000000007,0.9994655143515042,0.006331320771770586
2,3-node triangle,560590,gamma,560590,0,0.017388252856678454,1.0000000000000007,0.9984570872515977,0.018217278838989978
2,3-node triangle,560590,innerRadius,560590,0,0.43646649432089024,351.8950946913156,287.7787616594744,11.507203367084529
2,3-node triangle,560590,outerRadius,560590,0,3.0632097033777703,706.154501800264,576.3225515876861,20.879216312206132
2,3-node triangle,560590,minIsotropy,560590,0,0.016586997498440413,1.0000000000000002,0.9986320690022445,0.017409259780648747
2,3-node triangle,560590,angleShape,560590,0,0.00014472901222368326,1.0,0.9984085851601975,0.037367509316557246
2,3-node triangle,560590,minEdge,560590,0,4.400189589754909,1194.5019088023123,994.1104413327738,44.050678215945126
2,3-node triangle,560590,maxEdge,560590,0,5.621413563085397,1289.5161231654424,1001.5030293080607,38.46847355754916
2,3-node triangle,560590,volume,560590,0,5.025747028209524,644863.144136406,431323.92462834687,20916.045850975133
4,4-node tetrahedron,30468932,minDetJac,30468932,0,14.578739848730851,7203171409.61603,1575199224.0768814,498255714.4413452
4,4-node tetrahedron,30468932,maxDetJac,30468932,0,14.578739848730851,7203171409.61603,1575199224.0768814,498255714.4413452
4,4-node tetrahedron,30468932,minSICN,30468932,0,0.001980853508317189,1.0000000000000002,0.8061441451277467,0.12297783586327526
4,4-node tetrahedron,30468932,minSIGE,30468932,0,0.06164906166825257,1.0000000000000002,0.8273478268387642,0.12514163678340962
4,4-node tetrahedron,30468932,gamma,30468932,0,0.0013945298894619095,1.0,0.7793612749939268,0.12666404161018296
4,4-node tetrahedron,30468932,innerRadius,30468932,0,0.10521308781774451,438.1376993938358,238.01104752325594,39.01976786701157
4,4-node tetrahedron,30468932,outerRadius,30468932,0,36.29991499424022,2201.6782808395674,920.8821694622517,89.84778385165494
4,4-node tetrahedron,30468932,minIsotropy,30468932,0,2.764417546189717e-07,1.0000000000000004,0.8172187679018857,0.10422622968396139
4,4-node tetrahedron,30468932,angleShape,30468932,0,1.0,1.0,1.0,0.0
4,4-node tetrahedron,30468932,minEdge,30468932,0,4.400189589754909,1955.0836853985074,1099.846020421541,94.39560129096536
4,4-node tetrahedron,30468932,maxEdge,30468932,0,10.759040583885215,3075.833986578677,1752.597302245858,180.7176599045233
4,4-node tetrahedron,30468932,volume,30468932,0,2.4297899747884752,1200528568.2693381,262533204.01281354,83042619.07355753
