cavity_id,group_id,local_member_id,symmetry_operation,x,y,z,normal_x,normal_y,normal_z,streamwise_x,streamwise_y,streamwise_z,rotation_angle,accepted,rejection_reason,nearest_face_distance_mm
106,17,4,C3v_mirror_120deg,4144.536954,1096.171658,903.033441,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
107,17,5,C3v_mirror_240deg,4144.536954,1122.152420,903.033441,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
108,18,0,C3v_rot_0deg,4402.324893,1174.406865,959.201628,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
109,18,1,C3v_rot_120deg,4380.340682,1187.397246,954.411593,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
110,18,2,C3v_rot_240deg,4380.340682,1161.416484,954.411593,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
111,18,3,C3v_mirror_0deg,4402.324893,1174.406865,959.201628,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
112,18,4,C3v_mirror_120deg,4380.340682,1161.416484,954.411593,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
113,18,5,C3v_mirror_240deg,4380.340682,1187.397246,954.411593,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
114,19,0,C3v_rot_0deg,4638.128621,1239.651691,1010.579781,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
115,19,1,C3v_rot_120deg,4616.144410,1252.642072,1005.789746,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
116,19,2,C3v_rot_240deg,4616.144410,1226.661310,1005.789746,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
117,19,3,C3v_mirror_0deg,4638.128621,1239.651691,1010.579781,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
118,19,4,C3v_mirror_120deg,4616.144410,1226.661310,1005.789746,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
119,19,5,C3v_mirror_240deg,4616.144410,1252.642072,1005.789746,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
120,20,0,C3v_rot_0deg,4873.932349,1304.896517,1061.957934,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
121,20,1,C3v_rot_120deg,4851.948138,1317.886898,1057.167898,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
122,20,2,C3v_rot_240deg,4851.948138,1291.906136,1057.167898,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
123,20,3,C3v_mirror_0deg,4873.932349,1304.896517,1061.957934,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
124,20,4,C3v_mirror_120deg,4851.948138,1291.906136,1057.167898,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
125,20,5,C3v_mirror_240deg,4851.948138,1317.886898,1057.167898,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
126,21,0,C3v_rot_0deg,5109.736077,1370.141343,1113.336086,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
127,21,1,C3v_rot_120deg,5087.751866,1383.131724,1108.546051,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
128,21,2,C3v_rot_240deg,5087.751866,1357.150962,1108.546051,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
129,21,3,C3v_mirror_0deg,5109.736077,1370.141343,1113.336086,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
130,21,4,C3v_mirror_120deg,5087.751866,1357.150962,1108.546051,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
131,21,5,C3v_mirror_240deg,5087.751866,1383.131724,1108.546051,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
132,22,0,C3v_rot_0deg,5345.539805,1435.386168,1164.714239,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
133,22,1,C3v_rot_120deg,5323.555594,1448.376550,1159.924203,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
134,22,2,C3v_rot_240deg,5323.555594,1422.395787,1159.924203,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
135,22,3,C3v_mirror_0deg,5345.539805,1435.386168,1164.714239,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
136,22,4,C3v_mirror_120deg,5323.555594,1422.395787,1159.924203,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
137,22,5,C3v_mirror_240deg,5323.555594,1448.376550,1159.924203,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
138,23,0,C3v_rot_0deg,5581.343533,1500.630994,1216.092391,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
139,23,1,C3v_rot_120deg,5559.359322,1513.621375,1211.302356,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
140,23,2,C3v_rot_240deg,5559.359322,1487.640613,1211.302356,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
141,23,3,C3v_mirror_0deg,5581.343533,1500.630994,1216.092391,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
142,23,4,C3v_mirror_120deg,5559.359322,1487.640613,1211.302356,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
143,23,5,C3v_mirror_240deg,5559.359322,1513.621375,1211.302356,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
144,24,0,C3v_rot_0deg,5817.147261,1565.875820,1267.470544,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
145,24,1,C3v_rot_120deg,5795.163050,1578.866201,1262.680508,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
146,24,2,C3v_rot_240deg,5795.163050,1552.885439,1262.680508,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
147,24,3,C3v_mirror_0deg,5817.147261,1565.875820,1267.470544,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
