cavity_id,group_id,local_member_id,symmetry_operation,x,y,z,normal_x,normal_y,normal_z,streamwise_x,streamwise_y,streamwise_z,rotation_angle,accepted,rejection_reason,nearest_face_distance_mm
170,42,2,C4_rot_180deg,16626.873312,-1600.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
171,42,3,C4_rot_270deg,16646.818488,-1620.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
172,43,0,C4_rot_0deg,16666.763663,-1300.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
173,43,1,C4_rot_90deg,16646.818488,-1280.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
174,43,2,C4_rot_180deg,16626.873312,-1300.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
175,43,3,C4_rot_270deg,16646.818488,-1320.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
176,44,0,C4_rot_0deg,16666.763663,-1000.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
177,44,1,C4_rot_90deg,16646.818488,-980.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
178,44,2,C4_rot_180deg,16626.873312,-1000.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
179,44,3,C4_rot_270deg,16646.818488,-1020.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
180,45,0,C4_rot_0deg,16666.763663,-700.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
181,45,1,C4_rot_90deg,16646.818488,-680.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
182,45,2,C4_rot_180deg,16626.873312,-700.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
183,45,3,C4_rot_270deg,16646.818488,-720.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
184,46,0,C4_rot_0deg,16666.763663,-400.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
185,46,1,C4_rot_90deg,16646.818488,-380.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
186,46,2,C4_rot_180deg,16626.873312,-400.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
187,46,3,C4_rot_270deg,16646.818488,-420.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
188,47,0,C4_rot_0deg,16666.763663,-100.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
189,47,1,C4_rot_90deg,16646.818488,-80.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
190,47,2,C4_rot_180deg,16626.873312,-100.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
191,47,3,C4_rot_270deg,16646.818488,-120.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
192,48,0,C4_rot_0deg,16666.763663,200.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
193,48,1,C4_rot_90deg,16646.818488,220.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
194,48,2,C4_rot_180deg,16626.873312,200.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
195,48,3,C4_rot_270deg,16646.818488,180.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
196,49,0,C4_rot_0deg,16666.763663,500.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
197,49,1,C4_rot_90deg,16646.818488,520.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
198,49,2,C4_rot_180deg,16626.873312,500.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
199,49,3,C4_rot_270deg,16646.818488,480.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
200,50,0,C4_rot_0deg,16666.763663,800.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
201,50,1,C4_rot_90deg,16646.818488,820.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
202,50,2,C4_rot_180deg,16626.873312,800.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
203,50,3,C4_rot_270deg,16646.818488,780.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
204,51,0,C4_rot_0deg,16666.763663,1100.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
205,51,1,C4_rot_90deg,16646.818488,1120.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
206,51,2,C4_rot_180deg,16626.873312,1100.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
207,51,3,C4_rot_270deg,16646.818488,1080.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
208,52,0,C4_rot_0deg,16666.763663,1400.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
209,52,1,C4_rot_90deg,16646.818488,1420.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
210,52,2,C4_rot_180deg,16626.873312,1400.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
211,52,3,C4_rot_270deg,16646.818488,1380.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
212,53,0,C4_rot_0deg,16666.763663,1700.000000,2334.684779,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
213,53,1,C4_rot_90deg,16646.818488,1720.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
214,53,2,C4_rot_180deg,16626.873312,1700.000000,2337.644488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
215,53,3,C4_rot_270deg,16646.818488,1680.000000,2336.164634,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
216,54,0,C4_rot_0deg,28130.172719,-2500.000000,1484.144402,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
217,54,1,C4_rot_90deg,28110.227543,-2480.000000,1485.624257,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
218,54,2,C4_rot_180deg,28090.282367,-2500.000000,1487.104111,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
219,54,3,C4_rot_270deg,28110.227543,-2520.000000,1485.624257,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
220,55,0,C4_rot_0deg,27830.995084,-2500.000000,1506.342220,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
221,55,1,C4_rot_90deg,27811.049909,-2480.000000,1507.822074,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
222,55,2,C4_rot_180deg,27791.104733,-2500.000000,1509.301928,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
223,55,3,C4_rot_270deg,27811.049909,-2520.000000,1507.822074,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
224,56,0,C4_rot_0deg,27531.817450,-2500.000000,1528.540037,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
225,56,1,C4_rot_90deg,27511.872274,-2480.000000,1530.019891,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
226,56,2,C4_rot_180deg,27491.927099,-2500.000000,1531.499746,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
227,56,3,C4_rot_270deg,27511.872274,-2520.000000,1530.019891,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
228,57,0,C4_rot_0deg,27232.639816,-2500.000000,1550.737854,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
229,57,1,C4_rot_90deg,27212.694640,-2480.000000,1552.217708,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
230,57,2,C4_rot_180deg,27192.749464,-2500.000000,1553.697563,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
231,57,3,C4_rot_270deg,27212.694640,-2520.000000,1552.217708,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
232,58,0,C4_rot_0deg,26933.462181,-2500.000000,1572.935671,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
233,58,1,C4_rot_90deg,26913.517006,-2480.000000,1574.415525,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
234,58,2,C4_rot_180deg,26893.571830,-2500.000000,1575.895380,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
235,58,3,C4_rot_270deg,26913.517006,-2520.000000,1574.415525,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
236,59,0,C4_rot_0deg,26634.284547,-2500.000000,1595.133488,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
237,59,1,C4_rot_90deg,26614.339371,-2480.000000,1596.613343,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
238,59,2,C4_rot_180deg,26594.394196,-2500.000000,1598.093197,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
239,59,3,C4_rot_270deg,26614.339371,-2520.000000,1596.613343,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
240,60,0,C4_rot_0deg,26335.106912,-2500.000000,1617.331305,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
241,60,1,C4_rot_90deg,26315.161737,-2480.000000,1618.811160,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
242,60,2,C4_rot_180deg,26295.216561,-2500.000000,1620.291014,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
243,60,3,C4_rot_270deg,26315.161737,-2520.000000,1618.811160,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
244,61,0,C4_rot_0deg,26035.929278,-2500.000000,1639.529122,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
245,61,1,C4_rot_90deg,26015.984102,-2480.000000,1641.008977,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
246,61,2,C4_rot_180deg,25996.038927,-2500.000000,1642.488831,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
247,61,3,C4_rot_270deg,26015.984102,-2520.000000,1641.008977,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
248,62,0,C4_rot_0deg,25736.751644,-2500.000000,1661.726939,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
249,62,1,C4_rot_90deg,25716.806468,-2480.000000,1663.206794,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
250,62,2,C4_rot_180deg,25696.861292,-2500.000000,1664.686648,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
251,62,3,C4_rot_270deg,25716.806468,-2520.000000,1663.206794,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
252,63,0,C4_rot_0deg,25437.574009,-2500.000000,1683.924757,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
253,63,1,C4_rot_90deg,25417.628834,-2480.000000,1685.404611,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
254,63,2,C4_rot_180deg,25397.683658,-2500.000000,1686.884466,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
255,63,3,C4_rot_270deg,25417.628834,-2520.000000,1685.404611,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
256,64,0,C4_rot_0deg,25138.396375,-2500.000000,1706.122574,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
257,64,1,C4_rot_90deg,25118.451199,-2480.000000,1707.602428,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
258,64,2,C4_rot_180deg,25098.506024,-2500.000000,1709.082283,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
259,64,3,C4_rot_270deg,25118.451199,-2520.000000,1707.602428,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
260,65,0,C4_rot_0deg,24839.218741,-2500.000000,1728.320391,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
261,65,1,C4_rot_90deg,24819.273565,-2480.000000,1729.800245,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
262,65,2,C4_rot_180deg,24799.328389,-2500.000000,1731.280100,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
263,65,3,C4_rot_270deg,24819.273565,-2520.000000,1729.800245,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
264,66,0,C4_rot_0deg,24540.041106,-2500.000000,1750.518208,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
265,66,1,C4_rot_90deg,24520.095931,-2480.000000,1751.998062,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
266,66,2,C4_rot_180deg,24500.150755,-2500.000000,1753.477917,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
267,66,3,C4_rot_270deg,24520.095931,-2520.000000,1751.998062,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
268,67,0,C4_rot_0deg,24240.863472,-2500.000000,1772.716025,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
269,67,1,C4_rot_90deg,24220.918296,-2480.000000,1774.195880,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
270,67,2,C4_rot_180deg,24200.973120,-2500.000000,1775.675734,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
271,67,3,C4_rot_270deg,24220.918296,-2520.000000,1774.195880,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
272,68,0,C4_rot_0deg,23941.685837,-2500.000000,1794.913842,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
273,68,1,C4_rot_90deg,23921.740662,-2480.000000,1796.393697,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
274,68,2,C4_rot_180deg,23901.795486,-2500.000000,1797.873551,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
275,68,3,C4_rot_270deg,23921.740662,-2520.000000,1796.393697,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
276,69,0,C4_rot_0deg,23642.508203,-2500.000000,1817.111659,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
277,69,1,C4_rot_90deg,23622.563027,-2480.000000,1818.591514,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
278,69,2,C4_rot_180deg,23602.617852,-2500.000000,1820.071368,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
279,69,3,C4_rot_270deg,23622.563027,-2520.000000,1818.591514,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
280,70,0,C4_rot_0deg,23343.330569,-2500.000000,1839.309477,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
281,70,1,C4_rot_90deg,23323.385393,-2480.000000,1840.789331,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
282,70,2,C4_rot_180deg,23303.440217,-2500.000000,1842.269186,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
283,70,3,C4_rot_270deg,23323.385393,-2520.000000,1840.789331,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
284,71,0,C4_rot_0deg,23044.152934,-2500.000000,1861.507294,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
285,71,1,C4_rot_90deg,23024.207759,-2480.000000,1862.987148,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
286,71,2,C4_rot_180deg,23004.262583,-2500.000000,1864.467003,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
287,71,3,C4_rot_270deg,23024.207759,-2520.000000,1862.987148,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
288,72,0,C4_rot_0deg,22744.975300,-2500.000000,1883.705111,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
289,72,1,C4_rot_90deg,22725.030124,-2480.000000,1885.184965,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
290,72,2,C4_rot_180deg,22705.084949,-2500.000000,1886.664820,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
291,72,3,C4_rot_270deg,22725.030124,-2520.000000,1885.184965,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
292,73,0,C4_rot_0deg,22445.797665,-2500.000000,1905.902928,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
293,73,1,C4_rot_90deg,22425.852490,-2480.000000,1907.382782,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
294,73,2,C4_rot_180deg,22405.907314,-2500.000000,1908.862637,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
295,73,3,C4_rot_270deg,22425.852490,-2520.000000,1907.382782,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
296,74,0,C4_rot_0deg,22146.620031,-2500.000000,1928.100745,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
297,74,1,C4_rot_90deg,22126.674855,-2480.000000,1929.580600,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
298,74,2,C4_rot_180deg,22106.729680,-2500.000000,1931.060454,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
299,74,3,C4_rot_270deg,22126.674855,-2520.000000,1929.580600,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
300,75,0,C4_rot_0deg,21847.442397,-2500.000000,1950.298562,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
301,75,1,C4_rot_90deg,21827.497221,-2480.000000,1951.778417,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
302,75,2,C4_rot_180deg,21807.552045,-2500.000000,1953.258271,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
303,75,3,C4_rot_270deg,21827.497221,-2520.000000,1951.778417,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
304,76,0,C4_rot_0deg,21548.264762,-2500.000000,1972.496379,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
305,76,1,C4_rot_90deg,21528.319587,-2480.000000,1973.976234,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
306,76,2,C4_rot_180deg,21508.374411,-2500.000000,1975.456088,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
307,76,3,C4_rot_270deg,21528.319587,-2520.000000,1973.976234,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
308,77,0,C4_rot_0deg,21249.087128,-2500.000000,1994.694197,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
309,77,1,C4_rot_90deg,21229.141952,-2480.000000,1996.174051,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
310,77,2,C4_rot_180deg,21209.196777,-2500.000000,1997.653905,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
311,77,3,C4_rot_270deg,21229.141952,-2520.000000,1996.174051,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
312,78,0,C4_rot_0deg,20949.909494,-2500.000000,2016.892014,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
313,78,1,C4_rot_90deg,20929.964318,-2480.000000,2018.371868,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
314,78,2,C4_rot_180deg,20910.019142,-2500.000000,2019.851723,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
315,78,3,C4_rot_270deg,20929.964318,-2520.000000,2018.371868,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
316,79,0,C4_rot_0deg,20650.731859,-2500.000000,2039.089831,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
317,79,1,C4_rot_90deg,20630.786684,-2480.000000,2040.569685,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
318,79,2,C4_rot_180deg,20610.841508,-2500.000000,2042.049540,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
319,79,3,C4_rot_270deg,20630.786684,-2520.000000,2040.569685,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
320,80,0,C4_rot_0deg,20351.554225,-2500.000000,2061.287648,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
321,80,1,C4_rot_90deg,20331.609049,-2480.000000,2062.767502,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
322,80,2,C4_rot_180deg,20311.663874,-2500.000000,2064.247357,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
323,80,3,C4_rot_270deg,20331.609049,-2520.000000,2062.767502,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
324,81,0,C4_rot_0deg,20052.376590,-2500.000000,2083.485465,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
325,81,1,C4_rot_90deg,20032.431415,-2480.000000,2084.965320,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
326,81,2,C4_rot_180deg,20012.486239,-2500.000000,2086.445174,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
327,81,3,C4_rot_270deg,20032.431415,-2520.000000,2084.965320,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
328,82,0,C4_rot_0deg,19753.198956,-2500.000000,2105.683282,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
329,82,1,C4_rot_90deg,19733.253780,-2480.000000,2107.163137,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
330,82,2,C4_rot_180deg,19713.308605,-2500.000000,2108.642991,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
331,82,3,C4_rot_270deg,19733.253780,-2520.000000,2107.163137,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
332,83,0,C4_rot_0deg,19454.021322,-2500.000000,2127.881099,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
333,83,1,C4_rot_90deg,19434.076146,-2480.000000,2129.360954,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
334,83,2,C4_rot_180deg,19414.130970,-2500.000000,2130.840808,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
335,83,3,C4_rot_270deg,19434.076146,-2520.000000,2129.360954,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
336,84,0,C4_rot_0deg,19154.843687,-2500.000000,2150.078916,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
337,84,1,C4_rot_90deg,19134.898512,-2480.000000,2151.558771,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
338,84,2,C4_rot_180deg,19114.953336,-2500.000000,2153.038625,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
339,84,3,C4_rot_270deg,19134.898512,-2520.000000,2151.558771,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
340,85,0,C4_rot_0deg,18855.666053,-2500.000000,2172.276734,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
341,85,1,C4_rot_90deg,18835.720877,-2480.000000,2173.756588,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
342,85,2,C4_rot_180deg,18815.775702,-2500.000000,2175.236443,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
343,85,3,C4_rot_270deg,18835.720877,-2520.000000,2173.756588,0.073993,0.000000,0.997259,0.997259,0.000000,-0.073993,4.243349,yes,,0.000000
